taxonRank,kingdom,family,scientificName
species,Animalia,DYTISCIDAE,Hydroporus tessellatus
species,Animalia,DYTISCIDAE,Hydroporus tristis
species,Animalia,DYTISCIDAE,Hydroporus umbrosus
species,Animalia,DYTISCIDAE,Hydrovatus cuspidatus
species,Animalia,DYTISCIDAE,Hygrotus confluens
species,Animalia,DYTISCIDAE,Hygrotus decoratus
species,Animalia,DYTISCIDAE,Hygrotus impressopunctatus
species,Animalia,DYTISCIDAE,Hygrotus inaequalis
species,Animalia,DYTISCIDAE,Hygrotus nigrolineatus
species,Animalia,DYTISCIDAE,Hygrotus parallellogrammus
species,Animalia,DYTISCIDAE,Hygrotus versicolor
species,Animalia,DYTISCIDAE,Hyphydrus ovatus
species,Animalia,DYTISCIDAE,Ilybius aenescens
species,Animalia,DYTISCIDAE,Ilybius ater
species,Animalia,DYTISCIDAE,Ilybius chalconatus
species,Animalia,DYTISCIDAE,Ilybius fenestratus
species,Animalia,DYTISCIDAE,Ilybius fuliginosus
species,Animalia,DYTISCIDAE,Ilybius guttiger
species,Animalia,DYTISCIDAE,Ilybius quadriguttatus
species,Animalia,DYTISCIDAE,Laccophilus hyalinus
species,Animalia,DYTISCIDAE,Laccophilus minutus
species,Animalia,DYTISCIDAE,Laccophilus poecilus
species,Animalia,DYTISCIDAE,Laccornis oblongus
species,Animalia,DYTISCIDAE,Liopterus haemorrhoidalis
species,Animalia,DYTISCIDAE,Nebrioporus canaliculatus
species,Animalia,DYTISCIDAE,Nebrioporus elegans
species,Animalia,DYTISCIDAE,Oreodytes sanmarkii
species,Animalia,DYTISCIDAE,Platambus maculatus
species,Animalia,DYTISCIDAE,Porhydrus lineatus
species,Animalia,DYTISCIDAE,Rhantus bistriatus
species,Animalia,DYTISCIDAE,Rhantus exsoletus
species,Animalia,DYTISCIDAE,Rhantus frontalis
species,Animalia,DYTISCIDAE,Rhantus grapii
species,Animalia,DYTISCIDAE,Rhantus suturalis
species,Animalia,DYTISCIDAE,Rhantus suturellus
species,Animalia,DYTISCIDAE,Scarodytes halensis
species,Animalia,DYTISCIDAE,Stictotarsus duodecimpustulatus
species,Animalia,DYTISCIDAE,Suphrodytes dorsalis
species,Animalia,DYTISCIDAE,Suphrodytes figuratus
species,Animalia,Dascillidae,Dascillus cervinus
species,Animalia,Dendrobatidae,Adelphobates galactonotus
species,Animalia,Dendrobatidae,Ameerega bassleri
species,Animalia,Dendrobatidae,Ameerega bilinguis
species,Animalia,Dendrobatidae,Ameerega cainarachi
species,Animalia,Dendrobatidae,Ameerega flavopicta
species,Animalia,Dendrobatidae,Ameerega hahneli
species,Animalia,Dendrobatidae,Ameerega parvula
species,Animalia,Dendrobatidae,Ameerega picta
species,Animalia,Dendrobatidae,Ameerega trivittata
species,Animalia,Dendrobatidae,Anomaloglossus leopardus
species,Animalia,Dendrobatidae,Dendrobates auratus
species,Animalia,Dendrobatidae,Dendrobates leucomelas
species,Animalia,Dendrobatidae,Dendrobates tinctorius
species,Animalia,Dendrobatidae,Dendrobates truncatus
species,Animalia,Dendrobatidae,Epipedobates anthonyi
species,Animalia,Dendrobatidae,Epipedobates boulengeri
species,Animalia,Dendrobatidae,Epipedobates darwinwallacei
species,Animalia,Dendrobatidae,Epipedobates machalilla
species,Animalia,Dendrobatidae,Hyloxalus awa
species,Animalia,Dendrobatidae,Hyloxalus infraguttatus
species,Animalia,Dendrobatidae,Oophaga granulifera
species,Animalia,Dendrobatidae,Oophaga pumilio
species,Animalia,Dendrobatidae,Oophaga sylvatica
species,Animalia,Dendrobatidae,Phyllobates lugubris
species,Animalia,Dendrobatidae,Phyllobates vittatus
species,Animalia,Dendrobatidae,Ranitomeya amazonica
species,Animalia,Dendrobatidae,Ranitomeya reticulata
species,Animalia,Dendrobatidae,Ranitomeya variabilis
species,Animalia,Dendrobatidae,Ranitomeya ventrimaculata
species,Animalia,Dendrobatidae,Ranitomeya viridis
species,Animalia,Dendrobatidae,Silverstoneia flotator
species,Animalia,Deoclonidae,Syringopais temperatella
species,Animalia,Depressariidae,Agonopterix alstromeriana
species,Animalia,Depressariidae,Agonopterix angelicella
species,Animalia,Depressariidae,Agonopterix arenella
species,Animalia,Depressariidae,Agonopterix assimilella
species,Animalia,Depressariidae,Agonopterix ciliella
species,Animalia,Depressariidae,Agonopterix cnicella
species,Animalia,Depressariidae,Agonopterix conterminella
species,Animalia,Depressariidae,Agonopterix curvipunctosa
species,Animalia,Depressariidae,Agonopterix heracliana
species,Animalia,Depressariidae,Agonopterix kaekeritziana
species,Animalia,Depressariidae,Agonopterix liturosa
species,Animalia,Depressariidae,Agonopterix nanatella
species,Animalia,Depressariidae,Agonopterix nervosa
species,Animalia,Depressariidae,Agonopterix ocellana
species,Animalia,Depressariidae,Agonopterix petasitis
species,Animalia,Depressariidae,Agonopterix propinquella
species,Animalia,Depressariidae,Agonopterix purpurea
species,Animalia,Depressariidae,Agonopterix scopariella
species,Animalia,Depressariidae,Agonopterix subpropinquella
species,Animalia,Depressariidae,Agonopterix yeatiana
species,Animalia,Depressariidae,Depressaria albipunctella
species,Animalia,Depressariidae,Depressaria chaerophylli
species,Animalia,Depressariidae,Depressaria daucella
species,Animalia,Depressariidae,Depressaria depressana
species,Animalia,Depressariidae,Depressaria emeritella
species,Animalia,Depressariidae,Depressaria radiella
species,Animalia,Depressariidae,Depressaria sordidatella
species,Animalia,Depressariidae,Depressaria ultimella
species,Animalia,Depressariidae,Ethmia aurifluella
species,Animalia,Depressariidae,Ethmia bipunctella
species,Animalia,Depressariidae,Ethmia dodecea
species,Animalia,Depressariidae,Ethmia quadrillella
species,Animalia,Depressariidae,Ethmia terminella
species,Animalia,Depressariidae,Luquetia lobella
species,Animalia,Depressariidae,Orophia sordidella
species,Animalia,Depressariidae,Semioscopis avellanella
species,Animalia,Depressariidae,Semioscopis steinkellneriana
species,Animalia,Dericorythidae,Dericorys minutus
species,Animalia,Dermochelydae,Dermochelys coriacea
species,Animalia,Diapriidae,Platymischus dilatatus
species,Animalia,Diapriidae,Trichopria aequata
species,Animalia,Diapriidae,Trichopria nigra
species,Animalia,Diapriidae,Trichopria verticillata
species,Animalia,Diastatidae,Diastata adusta
species,Animalia,Diastatidae,Diastata cervinala
species,Animalia,Diastatidae,Diastata costata
species,Animalia,Diastatidae,Diastata fuscula
species,Animalia,Diastatidae,Diastata nebulosa
species,Animalia,Diastatidae,Diastata ornata
species,Animalia,Dictynidae,Argenna subnigra
species,Animalia,Dictynidae,Brigittea latens
species,Animalia,Dictynidae,Cicurina cicur
species,Animalia,Dictynidae,Dictyna arundinacea
species,Animalia,Dictynidae,Dictyna pusilla
species,Animalia,Dictynidae,Dictyna uncinata
species,Animalia,Dictynidae,Lathys humilis
species,Animalia,Dictynidae,Nigma flavescens
species,Animalia,Dictynidae,Nigma puella
species,Animalia,Dictynidae,Nigma walckenaeri
species,Animalia,Diprionidae,Diprion pini
species,Animalia,Diprionidae,Diprion similis
species,Animalia,Diprionidae,Gilpinia frutetorum
species,Animalia,Diprionidae,Gilpinia variegata
species,Animalia,Diprionidae,Macrodiprion nemoralis
species,Animalia,Diprionidae,Monoctenus juniperi
species,Animalia,Diprionidae,Neodiprion sertifer
species,Animalia,Discoglossidae,Alytes cisternasii
species,Animalia,Discoglossidae,Alytes dickhilleni
species,Animalia,Discoglossidae,Alytes muletensis
species,Animalia,Discoglossidae,Alytes obstetricans
species,Animalia,Discoglossidae,Discoglossus galganoi
species,Animalia,Discoglossidae,Discoglossus montalentii
species,Animalia,Discoglossidae,Discoglossus pictus
species,Animalia,Discoglossidae,Discoglossus sardus
species,Animalia,Discoglossidae,Discoglossus scovazzi
species,Animalia,Dixidae,Dixa nebulosa
species,Animalia,Dixidae,Dixa puberula
species,Animalia,Dixidae,Dixa submaculata
species,Animalia,Dixidae,Dixella aestivalis
species,Animalia,Dixidae,Dixella amphibia
species,Animalia,Dixidae,Dixella attica
species,Animalia,Dixidae,Dixella autumnalis
species,Animalia,Dixidae,Dixella martinii
species,Animalia,Dixidae,Dixella nigra
species,Animalia,Donacobiidae,Donacobius atricapilla
species,Animalia,Dorididae,Doris pseudoargus
species,Animalia,Dottybacks,Pseudochromis fridmani
species,Animalia,Douglasiidae,Tinagma balteolella
species,Animalia,Douglasiidae,Tinagma ocnerostomella
species,Animalia,Douglasiidae,Tinagma perdicella
species,Animalia,Drepanidae,Achlya flavicornis
species,Animalia,Drepanidae,Cilix glaucata
species,Animalia,Drepanidae,Cilix hispanica
species,Animalia,Drepanidae,Cymatophorina diluta
species,Animalia,Drepanidae,Drepana curvatula
species,Animalia,Drepanidae,Drepana falcataria
species,Animalia,Drepanidae,Falcaria lacertinaria
species,Animalia,Drepanidae,Habrosyne pyritoides
species,Animalia,Drepanidae,Ochropacha duplaris
species,Animalia,Drepanidae,Polyploca ridens
species,Animalia,Drepanidae,Sabra harpagula
species,Animalia,Drepanidae,Tethea ocularis
species,Animalia,Drepanidae,Tethea or
species,Animalia,Drepanidae,Tetheella fluctuosa
species,Animalia,Drepanidae,Thyatira batis
species,Animalia,Drepanidae,Watsonalla binaria
species,Animalia,Drepanidae,Watsonalla cultraria
species,Animalia,Drepanidae,Watsonalla uncinula
species,Animalia,Drilidae,Drilus concolor
species,Animalia,Drilidae,Drilus flavescens
species,Animalia,Dryinidae,Anteon brachycerum
species,Animalia,Dryinidae,Anteon ephippiger
species,Animalia,Dryinidae,Anteon jurineanum
species,Animalia,Dryinidae,Anteon reticulatum
species,Animalia,Dryinidae,Dryinus collaris
species,Animalia,Dryinidae,Gonatopus clavipes
species,Animalia,Dryinidae,Gonatopus formicarius
species,Animalia,Dryinidae,Gonatopus lunatus
species,Animalia,Dryinidae,Mystrophorus formicaeformis
species,Animalia,Dryomyzidae,Dryomyza anilis
species,Animalia,Dryomyzidae,Dryope flaveola
species,Animalia,Dysderidae,Dysdera crocata
species,Animalia,Dysderidae,Dysdera erythrina
species,Animalia,Dysderidae,Harpactea hombergi
species,Animalia,Dysderidae,Harpactea rubicunda
species,Animalia,EAGLE_AND_MANTA_RAYS,Aetobatus narinari
species,Animalia,EAGLE_AND_MANTA_RAYS,Manta alfredi
species,Animalia,EAGLE_AND_MANTA_RAYS,Manta birostris
species,Animalia,EAGLE_AND_MANTA_RAYS,Mobula hypostoma
species,Animalia,EAGLE_AND_MANTA_RAYS,Mobula tarapacana
species,Animalia,EAGLE_AND_MANTA_RAYS,Myliobatis aquila
species,Animalia,EAGLE_AND_MANTA_RAYS,Rhinoptera steindachneri
species,Animalia,ECHIDNAS_TACHYGLOSSIDAE,Tachyglossus aculeatus
species,Animalia,ECHINASTERIDAE,Echinaster sepositus
species,Animalia,ECHINIDAE,Echinus esculentus
species,Animalia,ECHINOCYAMIDAE,Echinocyamus pusillus
species,Animalia,ECNOMIDAE,Ecnomus tenellus
species,Animalia,ECTOBIIDAE,Blatta germanica
species,Animalia,ECTOBIIDAE,Blattella germanica
species,Animalia,ECTOBIIDAE,Capraiellus panzeri
species,Animalia,ECTOBIIDAE,Ectobius lapponicus
species,Animalia,ECTOBIIDAE,Ectobius pallidus
species,Animalia,ECTOBIIDAE,Ectobius sylvestris
species,Animalia,ECTOBIIDAE,Ectobius vittiventris
species,Animalia,ECTOBIIDAE,Planuncus tingitanus s.l.
species,Animalia,ECTOPSOCIDAE,Ectopsocus briggsi
species,Animalia,ECTOPSOCIDAE,Ectopsocus petersi
species,Animalia,EDWARDSIIDAE,Edwardsia claparedii
species,Animalia,EELPOUTS_ZOARCIDAE,Zoarces viviparus
species,Animalia,EIRENIDAE,Eutonina indicans
species,Animalia,ELAKATOTRICHACEAE,Elakatothrix spirochroma
species,Animalia,ELECTRIC_RAYS_TORPEDINIDAE,Tetronarce nobiliana
species,Animalia,ELECTRIC_RAYS_TORPEDINIDAE,Torpedo marmorata
species,Animalia,ELECTRIC_RAYS_TORPEDINIDAE,Torpedo nobiliana
species,Animalia,ELECTRIC_RAYS_TORPEDINIDAE,Torpedo panthera
species,Animalia,ELECTRIC_RAYS_TORPEDINIDAE,Torpedo torpedo
species,Animalia,ELECTRIDAE,Conopeum reticulum
species,Animalia,ELECTRIDAE,Einhornia crustulenta
species,Animalia,ELECTRIDAE,Electra pilosa
species,Animalia,ELENCHIDAE,Elenchus tenuicornis
species,Animalia,ELEPHANTS_ELEPHANTIDAE,Mammuthus primigenius
species,Animalia,ELEPHANT_SHREWS_MACROSCELIDIDAE,Elephantulus intufi
species,Animalia,ELEPHANT_SHREWS_MACROSCELIDIDAE,Elephantulus rozeti
species,Animalia,ELEPHANT_SHREWS_MACROSCELIDIDAE,Petrodromus tetradactylus
species,Animalia,ELEPHANT_SHREWS_MACROSCELIDIDAE,Rhynchocyon petersi
species,Animalia,ELEUTHERODACTYLIDAE,Diasporus diastema
species,Animalia,ELEUTHERODACTYLIDAE,Eleutherodactylus johnstonei
species,Animalia,ELLOBIIDAE,Carychium minimum
species,Animalia,ELLOBIIDAE,Carychium tridentatum
species,Animalia,ELLOBIIDAE,Myosotella denticulata
species,Animalia,ELLOBIIDAE,Myosotella myosotis
species,Animalia,ELMIDAE,Stenelmis canaliculata
species,Animalia,EMERALDS_CORDULIIDAE,Cordulia aenea
species,Animalia,EMERALDS_CORDULIIDAE,Cordulia shurtleffii
species,Animalia,EMERALDS_CORDULIIDAE,Dorocordulia lepida
species,Animalia,EMERALDS_CORDULIIDAE,Dorocordulia libera
species,Animalia,EMERALDS_CORDULIIDAE,Epitheca bimaculata
species,Animalia,EMERALDS_CORDULIIDAE,Epitheca canis
species,Animalia,EMERALDS_CORDULIIDAE,Epitheca costalis
species,Animalia,EMERALDS_CORDULIIDAE,Epitheca cynosura
species,Animalia,EMERALDS_CORDULIIDAE,Epitheca marginata
species,Animalia,EMERALDS_CORDULIIDAE,Epitheca petechialis
species,Animalia,EMERALDS_CORDULIIDAE,Epitheca princeps
species,Animalia,EMERALDS_CORDULIIDAE,Epitheca semiaquea
species,Animalia,EMERALDS_CORDULIIDAE,Epitheca sepia
species,Animalia,EMERALDS_CORDULIIDAE,Epitheca spinigera
species,Animalia,EMERALDS_CORDULIIDAE,Epitheca spinosa
species,Animalia,EMERALDS_CORDULIIDAE,Epitheca stella
species,Animalia,EMERALDS_CORDULIIDAE,Gomphomacromia paradoxa
species,Animalia,EMERALDS_CORDULIIDAE,Helocordulia selysii
species,Animalia,EMERALDS_CORDULIIDAE,Helocordulia uhleri
species,Animalia,EMERALDS_CORDULIIDAE,Hemicordulia australiae
species,Animalia,EMERALDS_CORDULIIDAE,Hemicordulia mindana
species,Animalia,EMERALDS_CORDULIIDAE,Hemicordulia tau
species,Animalia,EMERALDS_CORDULIIDAE,Macromidia ishidai
species,Animalia,EMERALDS_CORDULIIDAE,Neurocordulia alabamensis
species,Animalia,EMERALDS_CORDULIIDAE,Neurocordulia michaeli
species,Animalia,EMERALDS_CORDULIIDAE,Neurocordulia molesta
species,Animalia,EMERALDS_CORDULIIDAE,Neurocordulia obsoleta
species,Animalia,EMERALDS_CORDULIIDAE,Neurocordulia virginiensis
species,Animalia,EMERALDS_CORDULIIDAE,Neurocordulia xanthosoma
species,Animalia,EMERALDS_CORDULIIDAE,Neurocordulia yamaskanensis
species,Animalia,EMERALDS_CORDULIIDAE,Oxygastra curtisii
species,Animalia,EMERALDS_CORDULIIDAE,Procordulia grayi
species,Animalia,EMERALDS_CORDULIIDAE,Procordulia smithii
species,Animalia,EMERALDS_CORDULIIDAE,Somatochlora albicincta
species,Animalia,EMERALDS_CORDULIIDAE,Somatochlora alpestris
species,Animalia,EMERALDS_CORDULIIDAE,Somatochlora arctica
species,Animalia,EMERALDS_CORDULIIDAE,Somatochlora borisi
species,Animalia,EMERALDS_CORDULIIDAE,Somatochlora brevicincta
species,Animalia,EMERALDS_CORDULIIDAE,Somatochlora calverti
species,Animalia,EMERALDS_CORDULIIDAE,Somatochlora cingulata
species,Animalia,EMERALDS_CORDULIIDAE,Somatochlora elongata
species,Animalia,EMERALDS_CORDULIIDAE,Somatochlora ensigera
species,Animalia,EMERALDS_CORDULIIDAE,Somatochlora filosa
species,Animalia,EMERALDS_CORDULIIDAE,Somatochlora flavomaculata
species,Animalia,EMERALDS_CORDULIIDAE,Somatochlora forcipata
species,Animalia,EMERALDS_CORDULIIDAE,Somatochlora franklini
species,Animalia,EMERALDS_CORDULIIDAE,Somatochlora hineana
species,Animalia,EMERALDS_CORDULIIDAE,Somatochlora hudsonica
species,Animalia,EMERALDS_CORDULIIDAE,Somatochlora incurvata
species,Animalia,EMERALDS_CORDULIIDAE,Somatochlora kennedyi
species,Animalia,EMERALDS_CORDULIIDAE,Somatochlora linearis
species,Animalia,EMERALDS_CORDULIIDAE,Somatochlora margarita
species,Animalia,EMERALDS_CORDULIIDAE,Somatochlora meridionalis
species,Animalia,EMERALDS_CORDULIIDAE,Somatochlora metallica
species,Animalia,EMERALDS_CORDULIIDAE,Somatochlora minor
species,Animalia,EMERALDS_CORDULIIDAE,Somatochlora ozarkensis
species,Animalia,EMERALDS_CORDULIIDAE,Somatochlora provocans
species,Animalia,EMERALDS_CORDULIIDAE,Somatochlora sahlbergi
species,Animalia,EMERALDS_CORDULIIDAE,Somatochlora semicircularis
species,Animalia,EMERALDS_CORDULIIDAE,Somatochlora tenebrosa
species,Animalia,EMERALDS_CORDULIIDAE,Somatochlora walshii
species,Animalia,EMERALDS_CORDULIIDAE,Somatochlora whitehousei
species,Animalia,EMERALDS_CORDULIIDAE,Somatochlora williamsoni
species,Animalia,EMERALDS_CORDULIIDAE,Syncordulia gracilis
species,Animalia,EMERALDS_CORDULIIDAE,Williamsonia fletcheri
species,Animalia,EMERALDS_CORDULIIDAE,Williamsonia lintneri
species,Animalia,EMPERORS_OR_SCAVENGERS,Lethrinus nebulosus
species,Animalia,EMPERORS_OR_SCAVENGERS,Lethrinus obsoletus
species,Animalia,EMPERORS_OR_SCAVENGERS,Monotaxis grandoculis
species,Animalia,EMPLECTONEMATIDAE,Emplectonema gracile
species,Animalia,EMPLECTONEMATIDAE,Emplectonema neesii
species,Animalia,EMPUSIDAE,Blepharopsis mendica
species,Animalia,EMPUSIDAE,Empusa fasciata
species,Animalia,EMPUSIDAE,Empusa pennata
species,Animalia,EMPUSIDAE,Empusa pennicornis
species,Animalia,ENIDAE,Ena montana
species,Animalia,ENIDAE,Merdigera obscura
species,Animalia,ENIDAE,Zebrina detrita
species,Animalia,ENOPLOSIDAE,Enoplosus armatus
species,Animalia,ENTOMOBRYIDAE,Entomobrya albocincta
species,Animalia,ENTOMOBRYIDAE,Entomobrya corticalis
species,Animalia,ENTOMOBRYIDAE,Entomobrya lanuginosa
species,Animalia,ENTOMOBRYIDAE,Entomobrya multifasciata
species,Animalia,ENTOMOBRYIDAE,Entomobrya muscorum
species,Animalia,ENTOMOBRYIDAE,Entomobrya nicoleti
species,Animalia,ENTOMOBRYIDAE,Entomobrya nigrocincta
species,Animalia,ENTOMOBRYIDAE,Entomobrya nivalis
species,Animalia,ENTOMOBRYIDAE,Entomobrya quinquelineata
species,Animalia,ENTOMOBRYIDAE,Entomobrya unostrigata
species,Animalia,ENTOMOBRYIDAE,Heteromurus major
species,Animalia,ENTOMOBRYIDAE,Heteromurus nitidus
species,Animalia,ENTOMOBRYIDAE,Lepidocyrtus curvicollis
species,Animalia,ENTOMOBRYIDAE,Lepidocyrtus lignorum
species,Animalia,ENTOMOBRYIDAE,Lepidocyrtus paradoxus
species,Animalia,ENTOMOBRYIDAE,Lepidocyrtus ruber
species,Animalia,ENTOMOBRYIDAE,Lepidocyrtus violaceus
species,Animalia,ENTOMOBRYIDAE,Orchesella cincta
species,Animalia,ENTOMOBRYIDAE,Orchesella flavescens
species,Animalia,ENTOMOBRYIDAE,Orchesella quinquefasciata
species,Animalia,ENTOMOBRYIDAE,Orchesella villosa
species,Animalia,ENTOMOBRYIDAE,Pseudosinella octopunctata
species,Animalia,ENTOMOBRYIDAE,Seira domestica
species,Animalia,ENTOMOBRYIDAE,Willowsia buskii
species,Animalia,ENTOMOBRYIDAE,Willowsia nigromaculata
species,Animalia,ENTOMOBRYIDAE,Willowsia platani
species,Animalia,ENTOMONEIDACEAE,Entomoneis alata
species,Animalia,ENTOMONEIDACEAE,Entomoneis costata
species,Animalia,EPHEMERELLIDAE,Ephemerella ignita
species,Animalia,EPHEMERELLIDAE,Torleya major
species,Animalia,EPHEMERIDAE,Ephemera danica
species,Animalia,EPHEMERIDAE,Ephemera glaucops
species,Animalia,EPHEMERIDAE,Ephemera lineata
species,Animalia,EPHEMERIDAE,Ephemera vulgata
species,Animalia,EPHEMERIDAE,Ephemera zettana
species,Animalia,EPITONIIDAE,Boreoscala greenlandica
species,Animalia,EPITONIIDAE,Epitonium clathratulum
species,Animalia,EPITONIIDAE,Epitonium clathrus
species,Animalia,EPITONIIDAE,Epitonium frondiculum
species,Animalia,EPITONIIDAE,Epitonium lamellosum
species,Animalia,EPITONIIDAE,Epitonium turtonis
species,Animalia,EPITONIIDAE,Gyroscala lamellosa
species,Animalia,EREBIDAE,Acantholipes trimeni
species,Animalia,EREBIDAE,Achaea catella
species,Animalia,EREBIDAE,Achaea lienardi
species,Animalia,EREBIDAE,Acontia transfigurata
species,Animalia,EREBIDAE,Alpenus maculosa
species,Animalia,EREBIDAE,Alytarchia amanda
species,Animalia,EREBIDAE,Alytarchia leonina
species,Animalia,EREBIDAE,Amata phegea
species,Animalia,EREBIDAE,Amerila bubo
species,Animalia,EREBIDAE,Amerila vitrea
species,Animalia,EREBIDAE,Anomis flava
species,Animalia,EREBIDAE,Anomis sabulifera
species,Animalia,EREBIDAE,Anticarsia rubricans
species,Animalia,EREBIDAE,Apaidia mesogona
species,Animalia,EREBIDAE,Araeopteron ecphaea
species,Animalia,EREBIDAE,Arctia caja
species,Animalia,EREBIDAE,Arctia festiva
species,Animalia,EREBIDAE,Arctia flavia
species,Animalia,EREBIDAE,Arctia villica
species,Animalia,EREBIDAE,Arctornis l-nigrum
species,Animalia,EREBIDAE,Argina  leonina
species,Animalia,EREBIDAE,Argina astrea
species,Animalia,EREBIDAE,Aroa discalis
species,Animalia,EREBIDAE,Artimelia latreillei
species,Animalia,EREBIDAE,Ascalapha odorata
species,Animalia,EREBIDAE,Asota borbonica
species,Animalia,EREBIDAE,Asota speciosa
species,Animalia,EREBIDAE,Atlantarctia tigrina
species,Animalia,EREBIDAE,Atolmis rubricollis
species,Animalia,EREBIDAE,Autophila maura
species,Animalia,EREBIDAE,Bareia incidens
species,Animalia,EREBIDAE,Beriodesma sexmaculata
species,Animalia,EREBIDAE,Bracharoa quadripunctata
species,Animalia,EREBIDAE,Callimorpha dominula
species,Animalia,EREBIDAE,Calliteara pudibunda
species,Animalia,EREBIDAE,Calyptra thalictri
species,Animalia,EREBIDAE,Caryatis hersilia
species,Animalia,EREBIDAE,Catephia alchymista
species,Animalia,EREBIDAE,Catocala coniuncta
species,Animalia,EREBIDAE,Catocala conjuncta
species,Animalia,EREBIDAE,Catocala conversa
species,Animalia,EREBIDAE,Catocala diversa
species,Animalia,EREBIDAE,Catocala electa
species,Animalia,EREBIDAE,Catocala elocata
species,Animalia,EREBIDAE,Catocala fraxini
species,Animalia,EREBIDAE,Catocala fulminea
species,Animalia,EREBIDAE,Catocala nupta
species,Animalia,EREBIDAE,Catocala nymphaea
species,Animalia,EREBIDAE,Catocala nymphagoga
species,Animalia,EREBIDAE,Catocala optata
species,Animalia,EREBIDAE,Catocala promissa
species,Animalia,EREBIDAE,Catocala puerpera
species,Animalia,EREBIDAE,Catocala sponsa
species,Animalia,EREBIDAE,Cerocala vermiculosa
species,Animalia,EREBIDAE,Cerynea thermesialis
species,Animalia,EREBIDAE,Ceryx longipes
species,Animalia,EREBIDAE,Chalciope delta
species,Animalia,EREBIDAE,Chiromachla leuconoe
species,Animalia,EREBIDAE,Clytie illunaris
species,Animalia,EREBIDAE,Colobochyla salicalis
species,Animalia,EREBIDAE,Corgatha latifera
species,Animalia,EREBIDAE,Coscinia cribraria
species,Animalia,EREBIDAE,Coscinia striata
species,Animalia,EREBIDAE,Creatonotos leucanioides
species,Animalia,EREBIDAE,Creatonotos perineti
species,Animalia,EREBIDAE,Ctenusa marginifera
species,Animalia,EREBIDAE,Cuneisigna obstans
species,Animalia,EREBIDAE,Cyana amatura
species,Animalia,EREBIDAE,Cyana nussi
species,Animalia,EREBIDAE,Cyana pretoriae
species,Animalia,EREBIDAE,Cybosia mesomella
species,Animalia,EREBIDAE,Cyligramma disturbans
species,Animalia,EREBIDAE,Cyligramma fluctuosa
species,Animalia,EREBIDAE,Cyligramma joa
species,Animalia,EREBIDAE,Cyligramma latona
species,Animalia,EREBIDAE,Cyligramma limacina
species,Animalia,EREBIDAE,Cymbalophora pudica
species,Animalia,EREBIDAE,Diacrisia sannio
species,Animalia,EREBIDAE,Diaphora mendica
species,Animalia,EREBIDAE,Dicallomera fascelina
species,Animalia,EREBIDAE,Dichromia mutilata
species,Animalia,EREBIDAE,Diota rostrata
species,Animalia,EREBIDAE,Drasteria cailino
species,Animalia,EREBIDAE,Drasteria caucasica
species,Animalia,EREBIDAE,Dysauxes ancilla
species,Animalia,EREBIDAE,Dysauxes famula
species,Animalia,EREBIDAE,Dysgonia algira
species,Animalia,EREBIDAE,Dysgonia torrida
species,Animalia,EREBIDAE,Eilema caniola
species,Animalia,EREBIDAE,Eilema complana
species,Animalia,EREBIDAE,Eilema depressa
species,Animalia,EREBIDAE,Eilema griseola
species,Animalia,EREBIDAE,Eilema lurideola
species,Animalia,EREBIDAE,Eilema lutarella
species,Animalia,EREBIDAE,Eilema pygmaeola
species,Animalia,EREBIDAE,Eilema sororcula
species,Animalia,EREBIDAE,Eilema sp
species,Animalia,EREBIDAE,Epatolmis luctifera
species,Animalia,EREBIDAE,Epimolis incarnata
species,Animalia,EREBIDAE,Episparis vitrea
species,Animalia,EREBIDAE,Erebus walkeri
species,Animalia,EREBIDAE,Ericeia congressa
species,Animalia,EREBIDAE,Ericeia inangulata
species,Animalia,EREBIDAE,Estigmene acrea
species,Animalia,EREBIDAE,Eublemma apicimacula
species,Animalia,EREBIDAE,Eublemma baccatrix
species,Animalia,EREBIDAE,Eublemma bolinia
species,Animalia,EREBIDAE,Eublemma caffrorum
species,Animalia,EREBIDAE,Eublemma cochylioides
species,Animalia,EREBIDAE,Eublemma ecthaemata
species,Animalia,EREBIDAE,Eublemma elychrysi
species,Animalia,EREBIDAE,Eublemma gayneri
species,Animalia,EREBIDAE,Eublemma ostrina
species,Animalia,EREBIDAE,Eublemma parva
species,Animalia,EREBIDAE,Eublemma purpurina
species,Animalia,EREBIDAE,Eublemma rivula
species,Animalia,EREBIDAE,Eublemma scitula
species,Animalia,EREBIDAE,Euchromia lethe
species,Animalia,EREBIDAE,Euclidia glyphica
species,Animalia,EREBIDAE,Euclidia mi
species,Animalia,EREBIDAE,Euclystis bruma
species,Animalia,EREBIDAE,Euclystis insana
species,Animalia,EREBIDAE,Eudocima divitiosa
species,Animalia,EREBIDAE,Eudocima phalonia
species,Animalia,EREBIDAE,Euplagia quadripunctaria
species,Animalia,EREBIDAE,Euproctis aethiopica
species,Animalia,EREBIDAE,Euproctis chrysorrhoea
species,Animalia,EREBIDAE,Euproctis similis
species,Animalia,EREBIDAE,Euproctoides acrisia
species,Animalia,EREBIDAE,Fodina vieui
species,Animalia,EREBIDAE,Galtara doriae
species,Animalia,EREBIDAE,Gesonia obeditalis
species,Animalia,EREBIDAE,Gesonia stictigramma
species,Animalia,EREBIDAE,Grammia quenseli
species,Animalia,EREBIDAE,Grammodes bifasciata
species,Animalia,EREBIDAE,Grammodes exclusiva
species,Animalia,EREBIDAE,Grammodes stolida
species,Animalia,EREBIDAE,Hemeroblemma opigena
