taxonRank,kingdom,family,scientificName
species,Fungi,DERMATEACEAE,Mollisia humidicola
species,Fungi,DERMATEACEAE,Mollisia hydrophila
species,Fungi,DERMATEACEAE,Mollisia ligni
species,Fungi,DERMATEACEAE,Mollisia melaleuca
species,Fungi,DERMATEACEAE,Mollisia palustris
species,Fungi,DERMATEACEAE,Mollisia strobilicola
species,Fungi,DERMATEACEAE,Mollisia ventosa
species,Fungi,DERMATEACEAE,Naevala perexigua
species,Fungi,DERMATEACEAE,Patellariopsis atrovinosa
species,Fungi,DERMATEACEAE,Pezicula cinnamomea
species,Fungi,DERMATEACEAE,Pezicula frangulae
species,Fungi,DERMATEACEAE,Pezicula ocellata
species,Fungi,DERMATEACEAE,Pezicula rubi
species,Fungi,DERMATEACEAE,Pirottaea nigrostriata
species,Fungi,DERMATEACEAE,Pseudopeziza trifolii
species,Fungi,DERMATEACEAE,Pyrenopeziza atrata
species,Fungi,DERMATEACEAE,Pyrenopeziza carduorum
species,Fungi,DERMATEACEAE,Pyrenopeziza chailletii
species,Fungi,DERMATEACEAE,Pyrenopeziza lychnidis
species,Fungi,DERMATEACEAE,Pyrenopeziza petiolaris
species,Fungi,DERMATEACEAE,Pyrenopeziza revincta
species,Fungi,DERMATEACEAE,Pyrenopeziza rubi
species,Fungi,DERMATEACEAE,Pyrenopeziza urticicola
species,Fungi,DERMATEACEAE,Trochila craterium
species,Fungi,DERMATEACEAE,Trochila ilicina
species,Fungi,DERMATEACEAE,Trochila laurocerasi
species,Fungi,DIANEMATACEAE,Calomyxa metallica
species,Fungi,DIANEMATACEAE,Dianema depressum
species,Fungi,DIANEMATACEAE,Dianema harveyi
species,Fungi,DIAPORTHACEAE,Diaporthe arctii
species,Fungi,DIAPORTHACEAE,Diaporthe eres
species,Fungi,DIAPORTHACEAE,Diaporthe hederae
species,Fungi,DIAPORTHACEAE,Diaporthe inaequalis
species,Fungi,DIAPORTHACEAE,Diaporthe strumella
species,Fungi,DIAPORTHACEAE,Phomopsis pterophila
species,Fungi,DIATRYPACEAE,Cryptosphaeria eunomia
species,Fungi,DIATRYPACEAE,Cryptosphaeria ligniota
species,Fungi,DIATRYPACEAE,Cryptovalsa protracta
species,Fungi,DIATRYPACEAE,Diatrype bullata
species,Fungi,DIATRYPACEAE,Diatrype disciformis
species,Fungi,DIATRYPACEAE,Diatrype stigma
species,Fungi,DIATRYPACEAE,Diatrypella favacea
species,Fungi,DIATRYPACEAE,Diatrypella quercina
species,Fungi,DIATRYPACEAE,Diatrypella verruciformis
species,Fungi,DIATRYPACEAE,Eutypa lata
species,Fungi,DIATRYPACEAE,Eutypa maura
species,Fungi,DIATRYPACEAE,Eutypa spinosa
species,Fungi,DIATRYPACEAE,Eutypella dissepta
species,Fungi,DIATRYPACEAE,Eutypella leprosa
species,Fungi,DIATRYPACEAE,Eutypella quaternata
species,Fungi,DIATRYPACEAE,Peroneutypa scoparia
species,Fungi,DIDYMELLACEAE,Didymella urticicola
species,Fungi,DIDYMELLACEAE,Phoma hedericola
species,Fungi,DIDYMELLACEAE,Phoma samararum
species,Fungi,DIDYMIACEAE,Diderma carneum
species,Fungi,DIDYMIACEAE,Diderma cingulatum
species,Fungi,DIDYMIACEAE,Diderma donkii
species,Fungi,DIDYMIACEAE,Diderma effusum
species,Fungi,DIDYMIACEAE,Diderma floriforme
species,Fungi,DIDYMIACEAE,Diderma globosum
species,Fungi,DIDYMIACEAE,Diderma hemisphaericum
species,Fungi,DIDYMIACEAE,Diderma montanum
species,Fungi,DIDYMIACEAE,Diderma saundersii
species,Fungi,DIDYMIACEAE,Diderma simplex
species,Fungi,DIDYMIACEAE,Diderma spumarioides
species,Fungi,DIDYMIACEAE,Diderma testaceum
species,Fungi,DIDYMIACEAE,Diderma umbilicatum
species,Fungi,DIDYMIACEAE,Didymium anellus
species,Fungi,DIDYMIACEAE,Didymium annulisporum
species,Fungi,DIDYMIACEAE,Didymium bahiense
species,Fungi,DIDYMIACEAE,Didymium clavus
species,Fungi,DIDYMIACEAE,Didymium comatum
species,Fungi,DIDYMIACEAE,Didymium difforme
species,Fungi,DIDYMIACEAE,Didymium dubium
species,Fungi,DIDYMIACEAE,Didymium macquariense
species,Fungi,DIDYMIACEAE,Didymium megalosporum
species,Fungi,DIDYMIACEAE,Didymium melanospermum
species,Fungi,DIDYMIACEAE,Didymium minus
species,Fungi,DIDYMIACEAE,Didymium nigripes
species,Fungi,DIDYMIACEAE,Didymium ochroideum
species,Fungi,DIDYMIACEAE,Didymium ovoideum
species,Fungi,DIDYMIACEAE,Didymium serpula
species,Fungi,DIDYMIACEAE,Didymium squamulosum
species,Fungi,DIDYMIACEAE,Didymium sturgisii
species,Fungi,DIDYMIACEAE,Didymium trachysporum
species,Fungi,DIDYMIACEAE,Didymium tussilaginis
species,Fungi,DIDYMIACEAE,Didymium vernum
species,Fungi,DIDYMIACEAE,Lepidoderma tigrinum
species,Fungi,DIDYMIACEAE,Mucilago crustacea
species,Fungi,DIPLOCYSTACEAE,Astraeus hygrometricus
species,Fungi,DISCINACEAE,Discina ancilis
species,Fungi,DISCINACEAE,Discina melaleuca
species,Fungi,DISCINACEAE,Gyromitra esculenta
species,Fungi,DISCINACEAE,Gyromitra gigas
species,Fungi,DISCINACEAE,Gyromitra infula
species,Fungi,DISCOSIACEAE,Discosia artocreas
species,Fungi,DOTHIDEACEAE,Scirrhia rimosa
species,Fungi,DOTHIORACEAE,Dothiora ribesia
species,Fungi,ECHINOSTELIACEAE,Echinostelium minutum
species,Fungi,ELAPHOMYCETACEAE,Elaphomyces granulatus
species,Fungi,ELAPHOMYCETACEAE,Elaphomyces muricatus
species,Fungi,ENDOGONACEAE,Endogone lactiflua
species,Fungi,ENTOMOPHTHORACEAE,Entomophthora forficulae
species,Fungi,ENTOMOPHTHORACEAE,Entomophthora grylli
species,Fungi,ENTOMOPHTHORACEAE,Entomophthora muscae
species,Fungi,ENTYLOMATACEAE,Entyloma ficariae
species,Fungi,EOCRONARTIACEAE,Eocronartium muscicola
species,Fungi,ERYSIPHACEAE,Blumeria graminis
species,Fungi,ERYSIPHACEAE,Erysiphe alphitoides
species,Fungi,ERYSIPHACEAE,Erysiphe aquilegiae
species,Fungi,ERYSIPHACEAE,Erysiphe circaeae
species,Fungi,ERYSIPHACEAE,Erysiphe divaricata
species,Fungi,ERYSIPHACEAE,Erysiphe euonymi
species,Fungi,ERYSIPHACEAE,Erysiphe heraclei
species,Fungi,ERYSIPHACEAE,Erysiphe platani
species,Fungi,ERYSIPHACEAE,Erysiphe polygoni
species,Fungi,ERYSIPHACEAE,Erysiphe urticae
species,Fungi,ERYSIPHACEAE,Erysiphe vanbruntiana var. sambuci-racemosae
species,Fungi,ERYSIPHACEAE,Golovinomyces artemisiae
species,Fungi,ERYSIPHACEAE,Golovinomyces cynoglossi
species,Fungi,ERYSIPHACEAE,Neoerysiphe galeopsidis
species,Fungi,ERYSIPHACEAE,Phyllactinia fraxini
species,Fungi,ERYSIPHACEAE,Phyllactinia guttata
species,Fungi,ERYSIPHACEAE,Phyllactinia orbicularis
species,Fungi,ERYSIPHACEAE,Podosphaera amelanchieris
species,Fungi,ERYSIPHACEAE,Podosphaera clandestina
species,Fungi,ERYSIPHACEAE,Podosphaera epilobii
species,Fungi,ERYSIPHACEAE,Podosphaera erigerontis-canadensis
species,Fungi,ERYSIPHACEAE,Podosphaera fugax
species,Fungi,ERYSIPHACEAE,Podosphaera myrtillina
species,Fungi,ERYSIPHACEAE,Podosphaera plantaginis
species,Fungi,ERYSIPHACEAE,Podosphaera xanthii
species,Fungi,EXIDIACEAE,Basidiodendron caesiocinereum
species,Fungi,EXIDIACEAE,Basidiodendron cinereum
species,Fungi,EXIDIACEAE,Bourdotia galzinii
species,Fungi,EXIDIACEAE,Ceratosebacina longispora
species,Fungi,EXIDIACEAE,Efibulobasidium albescens
species,Fungi,EXIDIACEAE,Eichleriella deglubens
species,Fungi,EXIDIACEAE,Exidia nucleata
species,Fungi,EXIDIACEAE,Exidia pithya
species,Fungi,EXIDIACEAE,Exidia plana
species,Fungi,EXIDIACEAE,Exidia recisa
species,Fungi,EXIDIACEAE,Exidia saccharina
species,Fungi,EXIDIACEAE,Exidia thuretiana
species,Fungi,EXIDIACEAE,Exidia truncata
species,Fungi,EXIDIACEAE,Exidiopsis calcea
species,Fungi,EXIDIACEAE,Exidiopsis effusa
species,Fungi,EXIDIACEAE,Exidiopsis griseobrunnea
species,Fungi,EXIDIACEAE,Pseudohydnum gelatinosum
species,Fungi,EXIDIACEAE,Sebacina epigaea
species,Fungi,EXIDIACEAE,Sebacina incrustans
species,Fungi,EXIDIACEAE,Stypella dubia
species,Fungi,EXIDIACEAE,Stypella grilletii
species,Fungi,EXIDIACEAE,Stypella vermiformis
species,Fungi,EXIDIACEAE,Tremiscus helvelloides
species,Fungi,EXOBASIDIACEAE,Exobasidium japonicum
species,Fungi,EXOBASIDIACEAE,Exobasidium karstenii
species,Fungi,EXOBASIDIACEAE,Exobasidium rhododendri
species,Fungi,EXOBASIDIACEAE,Exobasidium vaccinii
species,Fungi,EXOBASIDIACEAE,Laurobasidium lauri
species,Fungi,Entolomataceae,Clitocella fallax
species,Fungi,Entolomataceae,Clitopilus caelatus
species,Fungi,Entolomataceae,Clitopilus fallax
species,Fungi,Entolomataceae,Clitopilus geminus
species,Fungi,Entolomataceae,Clitopilus hobsonii
species,Fungi,Entolomataceae,Clitopilus mundulus
species,Fungi,Entolomataceae,Clitopilus nitellinus
species,Fungi,Entolomataceae,Clitopilus parilis
species,Fungi,Entolomataceae,Clitopilus popinalis
species,Fungi,Entolomataceae,Clitopilus prunulus
species,Fungi,Entolomataceae,Clitopilus scyphoides
species,Fungi,Entolomataceae,Entoloma albotomentosum
species,Fungi,Entolomataceae,Entoloma aprile
species,Fungi,Entolomataceae,Entoloma araneosum
species,Fungi,Entolomataceae,Entoloma bisporigerum
species,Fungi,Entolomataceae,Entoloma bloxamii
species,Fungi,Entolomataceae,Entoloma byssisedum
species,Fungi,Entolomataceae,Entoloma caccabus
species,Fungi,Entolomataceae,Entoloma caesiocinctum
species,Fungi,Entolomataceae,Entoloma calaminare
species,Fungi,Entolomataceae,Entoloma callirhodon
species,Fungi,Entolomataceae,Entoloma cephalotrichum
species,Fungi,Entolomataceae,Entoloma cetratum
species,Fungi,Entolomataceae,Entoloma chalybaeum
species,Fungi,Entolomataceae,Entoloma chalybaeum sensu lato
species,Fungi,Entolomataceae,Entoloma chlorophyllum
species,Fungi,Entolomataceae,Entoloma cinereo-opacum
species,Fungi,Entolomataceae,Entoloma clypeatum
species,Fungi,Entolomataceae,Entoloma cocles
species,Fungi,Entolomataceae,Entoloma conferendum
species,Fungi,Entolomataceae,Entoloma corvinum
species,Fungi,Entolomataceae,Entoloma cryptocystidiatum
species,Fungi,Entolomataceae,Entoloma cuneatum
species,Fungi,Entolomataceae,Entoloma cuspidiferum
species,Fungi,Entolomataceae,Entoloma cyanulum
species,Fungi,Entolomataceae,Entoloma defibulatum
species,Fungi,Entolomataceae,Entoloma dichroum
species,Fungi,Entolomataceae,Entoloma elodes
species,Fungi,Entolomataceae,Entoloma euchroum
species,Fungi,Entolomataceae,Entoloma excentricum
species,Fungi,Entolomataceae,Entoloma exile
species,Fungi,Entolomataceae,Entoloma fernandae
species,Fungi,Entolomataceae,Entoloma formosum
species,Fungi,Entolomataceae,Entoloma fuscomarginatum
species,Fungi,Entolomataceae,Entoloma griseocyaneum
species,Fungi,Entolomataceae,Entoloma hebes
species,Fungi,Entolomataceae,Entoloma hirtipes
species,Fungi,Entolomataceae,Entoloma hispidulum
species,Fungi,Entolomataceae,Entoloma huijsmanii
species,Fungi,Entolomataceae,Entoloma incanum
species,Fungi,Entolomataceae,Entoloma incarnatofuscescens
species,Fungi,Entolomataceae,Entoloma infula
species,Fungi,Entolomataceae,Entoloma jahnii
species,Fungi,Entolomataceae,Entoloma jubatum
species,Fungi,Entolomataceae,Entoloma juncinum
species,Fungi,Entolomataceae,Entoloma lanuginosipes
species,Fungi,Entolomataceae,Entoloma lividoalbum
species,Fungi,Entolomataceae,Entoloma lividocyanulum
species,Fungi,Entolomataceae,Entoloma longistriatum
species,Fungi,Entolomataceae,Entoloma minutum
species,Fungi,Entolomataceae,Entoloma mougeotii
species,Fungi,Entolomataceae,Entoloma neglectum
species,Fungi,Entolomataceae,Entoloma niphoides
species,Fungi,Entolomataceae,Entoloma nitidum
species,Fungi,Entolomataceae,Entoloma occultipigmentatum
species,Fungi,Entolomataceae,Entoloma olorinum
species,Fungi,Entolomataceae,Entoloma papillatum
species,Fungi,Entolomataceae,Entoloma phaeocyathus
species,Fungi,Entolomataceae,Entoloma plebejum
species,Fungi,Entolomataceae,Entoloma pleopodium
species,Fungi,Entolomataceae,Entoloma poliopus
species,Fungi,Entolomataceae,Entoloma politum
species,Fungi,Entolomataceae,Entoloma porphyrophaeum
species,Fungi,Entolomataceae,Entoloma prunuloides
species,Fungi,Entolomataceae,Entoloma pseudocoelestinum
species,Fungi,Entolomataceae,Entoloma querquedula
species,Fungi,Entolomataceae,Entoloma rhodocylix
species,Fungi,Entolomataceae,Entoloma rhodopolium
species,Fungi,Entolomataceae,Entoloma roseum
species,Fungi,Entolomataceae,Entoloma rusticoides
species,Fungi,Entolomataceae,Entoloma saundersii
species,Fungi,Entolomataceae,Entoloma scabiosum
species,Fungi,Entolomataceae,Entoloma sepium
species,Fungi,Entolomataceae,Entoloma sericatum
species,Fungi,Entolomataceae,Entoloma sericellum
species,Fungi,Entolomataceae,Entoloma sericeum
species,Fungi,Entolomataceae,Entoloma serrulatum
species,Fungi,Entolomataceae,Entoloma sinuatum
species,Fungi,Entolomataceae,Entoloma sodale
species,Fungi,Entolomataceae,Entoloma sordidulum
species,Fungi,Entolomataceae,Entoloma sphagneti
species,Fungi,Entolomataceae,Entoloma subradiatum
species,Fungi,Entolomataceae,Entoloma tibiicystidiatum
species,Fungi,Entolomataceae,Entoloma turbidum
species,Fungi,Entolomataceae,Entoloma undatum
species,Fungi,Entolomataceae,Entoloma ventricosum
species,Fungi,Entolomataceae,Entoloma vernum
species,Fungi,Entolomataceae,Entoloma vinaceum
species,Fungi,Entolomataceae,Entoloma xanthocaulon
species,Fungi,FOMITOPSIDACEAE,Antrodia albida
species,Fungi,FOMITOPSIDACEAE,Antrodia ramentacea
species,Fungi,FOMITOPSIDACEAE,Antrodia serialis
species,Fungi,FOMITOPSIDACEAE,Antrodia xantha
species,Fungi,FOMITOPSIDACEAE,Dacryobolus karstenii
species,Fungi,FOMITOPSIDACEAE,Daedalea quercina
species,Fungi,FOMITOPSIDACEAE,Fomitopsis pinicola
species,Fungi,FOMITOPSIDACEAE,Grifola frondosa
species,Fungi,FOMITOPSIDACEAE,Ischnoderma benzoinum
species,Fungi,FOMITOPSIDACEAE,Ischnoderma resinosum
species,Fungi,FOMITOPSIDACEAE,Laetiporus sulphureus
species,Fungi,FOMITOPSIDACEAE,Phaeolus schweinitzii
species,Fungi,FOMITOPSIDACEAE,Piptoporus betulinus
species,Fungi,FOMITOPSIDACEAE,Postia alni
species,Fungi,FOMITOPSIDACEAE,Postia balsamea
species,Fungi,FOMITOPSIDACEAE,Postia caesia
species,Fungi,FOMITOPSIDACEAE,Postia floriformis
species,Fungi,FOMITOPSIDACEAE,Postia fragilis
species,Fungi,FOMITOPSIDACEAE,Postia guttulata
species,Fungi,FOMITOPSIDACEAE,Postia leucomallela
species,Fungi,FOMITOPSIDACEAE,Postia ptychogaster
species,Fungi,FOMITOPSIDACEAE,Postia stiptica
species,Fungi,FOMITOPSIDACEAE,Postia subcaesia
species,Fungi,FOMITOPSIDACEAE,Postia tephroleuca
species,Fungi,FOMITOPSIDACEAE,Postia wakefieldiae
species,Fungi,FOMITOPSIDACEAE,Pycnoporellus fulgens
species,Fungi,FOMITOPSIDACEAE,Rhodonia placenta
species,Fungi,Fistulinaceae,Fistulina hepatica
species,Fungi,GANODERMATACEAE,Ganoderma adspersum
species,Fungi,GANODERMATACEAE,Ganoderma cupreolaccatum
species,Fungi,GANODERMATACEAE,Ganoderma lipsiense
species,Fungi,GANODERMATACEAE,Ganoderma lucidum
species,Fungi,GANODERMATACEAE,Ganoderma resinaceum
species,Fungi,GEASTRACEAE,Geastrum campestre
species,Fungi,GEASTRACEAE,Geastrum corollinum
species,Fungi,GEASTRACEAE,Geastrum coronatum
species,Fungi,GEASTRACEAE,Geastrum elegans
species,Fungi,GEASTRACEAE,Geastrum fimbriatum
species,Fungi,GEASTRACEAE,Geastrum floriforme
species,Fungi,GEASTRACEAE,Geastrum fornicatum
species,Fungi,GEASTRACEAE,Geastrum lageniforme
species,Fungi,GEASTRACEAE,Geastrum minimum
species,Fungi,GEASTRACEAE,Geastrum pectinatum
species,Fungi,GEASTRACEAE,Geastrum quadrifidum
species,Fungi,GEASTRACEAE,Geastrum rufescens
species,Fungi,GEASTRACEAE,Geastrum saccatum
species,Fungi,GEASTRACEAE,Geastrum smardae
species,Fungi,GEASTRACEAE,Geastrum striatum
species,Fungi,GEASTRACEAE,Geastrum triplex
species,Fungi,GEASTRACEAE,Myriostoma coliforme
species,Fungi,GEOGLOSSACEAE,Geoglossum arenarium
species,Fungi,GEOGLOSSACEAE,Geoglossum cookeanum
species,Fungi,GEOGLOSSACEAE,Geoglossum difforme
species,Fungi,GEOGLOSSACEAE,Geoglossum elongatum
species,Fungi,GEOGLOSSACEAE,Geoglossum fallax
species,Fungi,GEOGLOSSACEAE,Geoglossum glutinosum
species,Fungi,GEOGLOSSACEAE,Geoglossum simile
species,Fungi,GEOGLOSSACEAE,Geoglossum umbratile
species,Fungi,GEOGLOSSACEAE,Sarcoleotia platypus
species,Fungi,GEOGLOSSACEAE,Thuemenidium atropurpureum
species,Fungi,GEOGLOSSACEAE,Trichoglossum hirsutum
species,Fungi,GEOGLOSSACEAE,Trichoglossum walteri
species,Fungi,GLOEOCYSTIDIELLACEAE,Gloeocystidiellum clavuligerum
species,Fungi,GLOEOCYSTIDIELLACEAE,Gloeocystidiellum porosum
species,Fungi,GLOEOPHYLLACEAE,Gloeophyllum abietinum
species,Fungi,GLOEOPHYLLACEAE,Gloeophyllum sepiarium
species,Fungi,GLOEOPHYLLACEAE,Gloeophyllum trabeum
species,Fungi,GLOEOPHYLLACEAE,Neolentinus lepideus
species,Fungi,GLOEOPHYLLACEAE,Neolentinus schaefferi
species,Fungi,GLOEOPHYLLACEAE,Osmoporus odoratus
species,Fungi,GNOMONIACEAE,Apiognomonia veneta
species,Fungi,GOMPHACEAE,Ceratellopsis sagittiformis
species,Fungi,GOMPHACEAE,Clavariadelphus pistillaris
species,Fungi,GOMPHACEAE,Clavariadelphus truncatus
species,Fungi,GOMPHACEAE,Gautieria morchelliformis
species,Fungi,GOMPHACEAE,Gomphus clavatus
species,Fungi,GOMPHACEAE,Gomphus crassipes
species,Fungi,GOMPHACEAE,Lentaria epichnoa
species,Fungi,GOMPHACEAE,Lentaria patouillardii
species,Fungi,GOMPHACEAE,Phaeoclavulina curta
species,Fungi,GOMPHACEAE,Ramaria abietina
species,Fungi,GOMPHACEAE,Ramaria aurea
species,Fungi,GOMPHACEAE,Ramaria bataillei
species,Fungi,GOMPHACEAE,Ramaria botrytis
species,Fungi,GOMPHACEAE,Ramaria decurrens
species,Fungi,GOMPHACEAE,Ramaria eumorpha
species,Fungi,GOMPHACEAE,Ramaria fagetorum sensu Schild
species,Fungi,GOMPHACEAE,Ramaria fennica
species,Fungi,GOMPHACEAE,Ramaria flaccida
species,Fungi,GOMPHACEAE,Ramaria flava
species,Fungi,GOMPHACEAE,Ramaria flavescens
species,Fungi,GOMPHACEAE,Ramaria flavoides
species,Fungi,GOMPHACEAE,Ramaria formosa
species,Fungi,GOMPHACEAE,Ramaria fumigata
species,Fungi,GOMPHACEAE,Ramaria gracilis
species,Fungi,GOMPHACEAE,Ramaria lutea
species,Fungi,GOMPHACEAE,Ramaria myceliosa
species,Fungi,GOMPHACEAE,Ramaria neoformosa
species,Fungi,GOMPHACEAE,Ramaria pallida
species,Fungi,GOMPHACEAE,Ramaria roellinii
species,Fungi,GOMPHACEAE,Ramaria sanguinea
species,Fungi,GOMPHACEAE,Ramaria spinulosa
species,Fungi,GOMPHACEAE,Ramaria stricta
species,Fungi,GOMPHACEAE,Ramaria subbotrytis
species,Fungi,GOMPHACEAE,Ramaria suecica
species,Fungi,GRAPHOSTROMATACEAE,Biscogniauxia nummularia
species,Fungi,Gomphidiaceae,Chroogomphus rutilus
species,Fungi,Gomphidiaceae,Gomphidius glutinosus
species,Fungi,Gomphidiaceae,Gomphidius maculatus
species,Fungi,Gomphidiaceae,Gomphidius roseus
species,Fungi,Gyroporaceae,Gyroporus castaneus
species,Fungi,Gyroporaceae,Gyroporus cyanescens
species,Fungi,HAPALOPILACEAE,Trametopsis cervina
species,Fungi,HELICOBASIDIACEAE,Helicobasidium brebissonii
species,Fungi,HELMINTHOSPHAERIACEAE,Chaetosphaerella fusca
species,Fungi,HELMINTHOSPHAERIACEAE,Chaetosphaerella phaeostroma
species,Fungi,HELMINTHOSPHAERIACEAE,Echinosphaeria canescens
species,Fungi,HELMINTHOSPHAERIACEAE,Echinosphaeria strigosa
species,Fungi,HELMINTHOSPHAERIACEAE,Endophragmiella boewei
species,Fungi,HELMINTHOSPHAERIACEAE,Helminthosphaeria clavariarum
species,Fungi,HELMINTHOSPHAERIACEAE,Helminthosphaeria corticiorum
species,Fungi,HELMINTHOSPHAERIACEAE,Helminthosphaeria odontiae
species,Fungi,HELOTIACEAE,Ascocoryne cylichnium
species,Fungi,HELOTIACEAE,Ascocoryne inflata
species,Fungi,HELOTIACEAE,Ascocoryne sarcoides
species,Fungi,HELOTIACEAE,Ascocoryne solitaria
species,Fungi,HELOTIACEAE,Ascotremella faginea
species,Fungi,HELOTIACEAE,Bisporella citrina
species,Fungi,HELOTIACEAE,Bisporella pallescens
species,Fungi,HELOTIACEAE,Bisporella subpallida
species,Fungi,HELOTIACEAE,Bisporella sulfurina
species,Fungi,HELOTIACEAE,Bryoscyphus atromarginatus
species,Fungi,HELOTIACEAE,Bryoscyphus dicrani
species,Fungi,HELOTIACEAE,Calycina herbarum
species,Fungi,HELOTIACEAE,Cenangiopsis quercicola
species,Fungi,HELOTIACEAE,Chlorencoelia versiformis
species,Fungi,HELOTIACEAE,Crocicreas coronatum
species,Fungi,HELOTIACEAE,Crocicreas cyathoideum
species,Fungi,HELOTIACEAE,Crocicreas marchantiae
species,Fungi,HELOTIACEAE,Crocicreas striatum
species,Fungi,HELOTIACEAE,Crocicreas subhyalinum
species,Fungi,HELOTIACEAE,Cudoniella acicularis
species,Fungi,HELOTIACEAE,Cudoniella clavus
species,Fungi,HELOTIACEAE,Cudoniella tenuispora
species,Fungi,HELOTIACEAE,Discinella boudieri
species,Fungi,HELOTIACEAE,Durella atrocyanea
species,Fungi,HELOTIACEAE,Godronia ribis
species,Fungi,HELOTIACEAE,Heyderia abietis
species,Fungi,HELOTIACEAE,Hymenoscyphus albidus
species,Fungi,HELOTIACEAE,Hymenoscyphus calyculus
species,Fungi,HELOTIACEAE,Hymenoscyphus caudatus
species,Fungi,HELOTIACEAE,Hymenoscyphus epiphyllus
species,Fungi,HELOTIACEAE,Hymenoscyphus fagineus
species,Fungi,HELOTIACEAE,Hymenoscyphus fructigenus
species,Fungi,HELOTIACEAE,Hymenoscyphus imberbis
species,Fungi,HELOTIACEAE,Hymenoscyphus lutescens
species,Fungi,HELOTIACEAE,Hymenoscyphus menthae
species,Fungi,HELOTIACEAE,Hymenoscyphus phyllogenus
species,Fungi,HELOTIACEAE,Hymenoscyphus phyllophilus
species,Fungi,HELOTIACEAE,Hymenoscyphus pseudoalbidus
species,Fungi,HELOTIACEAE,Hymenoscyphus repandus
species,Fungi,HELOTIACEAE,Hymenoscyphus rhytidiadelphi
species,Fungi,HELOTIACEAE,Hymenoscyphus salicellus
species,Fungi,HELOTIACEAE,Hymenoscyphus salicinus
species,Fungi,HELOTIACEAE,Hymenoscyphus scutula
species,Fungi,HELOTIACEAE,Hymenoscyphus scutuloides
species,Fungi,HELOTIACEAE,Hymenoscyphus suspectus
species,Fungi,HELOTIACEAE,Hymenoscyphus vernus
species,Fungi,HELOTIACEAE,Hymenoscyphus vitellinus
species,Fungi,HELOTIACEAE,Ionomidotis fulvotingens
species,Fungi,HELOTIACEAE,Mitrula paludosa
species,Fungi,HELOTIACEAE,Mniaecia jungermanniae
species,Fungi,HELOTIACEAE,Neobulgaria pura
species,Fungi,HELOTIACEAE,Ombrophila ambigua
species,Fungi,HELOTIACEAE,Ombrophila lilacina
species,Fungi,HELOTIACEAE,Ombrophila violacea
species,Fungi,HELOTIACEAE,Phaeohelotium carneum
species,Fungi,HELOTIACEAE,Phaeohelotium geogenum
species,Fungi,HELOTIACEAE,Phaeohelotium monticola
species,Fungi,HELOTIACEAE,Phaeohelotium umbilicatum
species,Fungi,HELOTIACEAE,Roseodiscus formosus
species,Fungi,HELOTIACEAE,Strossmayeria basitricha
species,Fungi,HELOTIACEAE,Velutarina rufoolivacea
species,Fungi,HELVELLACEAE,Helvella acetabulum
species,Fungi,HELVELLACEAE,Helvella atra
species,Fungi,HELVELLACEAE,Helvella confusa
species,Fungi,HELVELLACEAE,Helvella corium
species,Fungi,HELVELLACEAE,Helvella costifera
species,Fungi,HELVELLACEAE,Helvella crispa
species,Fungi,HELVELLACEAE,Helvella elastica
species,Fungi,HELVELLACEAE,Helvella ephippium
species,Fungi,HELVELLACEAE,Helvella fibrosa
species,Fungi,HELVELLACEAE,Helvella fusca
species,Fungi,HELVELLACEAE,Helvella lactea
species,Fungi,HELVELLACEAE,Helvella lacunosa
species,Fungi,HELVELLACEAE,Helvella latispora
species,Fungi,HELVELLACEAE,Helvella leucomelaena
species,Fungi,HELVELLACEAE,Helvella leucopus
species,Fungi,HELVELLACEAE,Helvella macropus
species,Fungi,HELVELLACEAE,Helvella queletii
species,Fungi,HELVELLACEAE,Helvella spadicea
species,Fungi,HELVELLACEAE,Helvella stevensii
species,Fungi,HELVELLACEAE,Helvella unicolor
species,Fungi,HELVELLACEAE,Hydnotrya michaelis
species,Fungi,HELVELLACEAE,Hydnotrya tulasnei
species,Fungi,HERICIACEAE,Hericium cirrhatum
species,Fungi,HERICIACEAE,Hericium coralloides
species,Fungi,HERICIACEAE,Hericium erinaceus
species,Fungi,HERICIACEAE,Laxitextum bicolor
species,Fungi,HERPOTRICHIELLACEAE,Berlesiella nigerrima
species,Fungi,HERPOTRICHIELLACEAE,Pycnostysanus azaleae
species,Fungi,HETEROGASTRIDIACEAE,Colacogloea peniophorae
species,Fungi,HYALOSCYPHACEAE,Aeruginoscyphus sericeus
species,Fungi,HYALOSCYPHACEAE,Albotricha acutipila
species,Fungi,HYALOSCYPHACEAE,Brunnipila fagicola
species,Fungi,HYALOSCYPHACEAE,Brunnipila fuscescens
species,Fungi,HYALOSCYPHACEAE,Calycellina alniella
species,Fungi,HYALOSCYPHACEAE,Capitotricha bicolor
species,Fungi,HYALOSCYPHACEAE,Cistella acuum
species,Fungi,HYALOSCYPHACEAE,Cistella dentata
species,Fungi,HYALOSCYPHACEAE,Cistella fugiens
species,Fungi,HYALOSCYPHACEAE,Cistella grevillei
species,Fungi,HYALOSCYPHACEAE,Dasyscyphella claviculata
species,Fungi,HYALOSCYPHACEAE,Dasyscyphella nivea
species,Fungi,HYALOSCYPHACEAE,Dematioscypha dematiicola
species,Fungi,HYALOSCYPHACEAE,Hamatocanthoscypha laricionis
species,Fungi,HYALOSCYPHACEAE,Hyaloscypha albohyalina
species,Fungi,HYALOSCYPHACEAE,Hyaloscypha aureliella
